Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
3,85,No,7,6,65
8,52,Yes,7,2,47
5,68,No,6,5,55
4,40,No,9,4,21
2,95,Yes,5,7,78
3,81,No,5,8,57
7,85,Yes,8,8,78
9,63,Yes,7,8,62
9,44,Yes,9,7,46
3,41,No,6,5,15
5,82,Yes,4,1,66
4,61,Yes,5,9,47
1,81,Yes,5,4,55
5,89,Yes,4,2,75
6,76,Yes,4,0,63
7,49,Yes,5,7,43
8,70,Yes,6,3,66
7,65,Yes,7,3,58
2,73,Yes,7,9,49
7,87,Yes,4,7,78
3,48,Yes,5,1,27
3,78,Yes,6,9,59
8,94,No,7,7,90
1,99,Yes,4,6,75
9,41,No,7,9,41
4,40,Yes,4,7,24
4,67,No,8,5,51
2,54,Yes,5,2,32
1,58,No,5,1,28
9,82,No,5,3,78
7,74,No,9,8,70
3,78,No,8,8,57
3,72,Yes,9,2,50
6,65,No,8,1,49
1,41,Yes,6,7,16
4,61,Yes,9,9,47
5,80,Yes,9,9,66
6,89,No,6,9,79
9,81,Yes,5,1,76
1,48,No,4,2,19
6,71,Yes,4,7,61
2,46,No,9,5,23
1,46,No,9,8,17
1,63,No,9,3,39
6,56,No,8,4,47
5,95,Yes,5,6,81
5,79,Yes,8,0,62
6,70,No,8,1,61
2,77,Yes,9,6,56
9,40,Yes,4,7,35
3,83,No,8,1,66
1,40,No,4,3,15
5,71,Yes,5,0,54
6,84,No,9,0,75
3,87,Yes,7,5,72
8,75,Yes,4,1,70
9,84,Yes,6,0,80
8,49,No,4,0,40
4,44,No,9,1,25
3,97,Yes,6,0,78
8,58,No,5,1,49
2,48,Yes,6,3,29
1,61,Yes,9,5,36
7,99,No,4,1,87
2,92,No,9,0,69
1,62,No,7,7,41
6,89,Yes,7,8,77
7,80,Yes,4,8,71
2,78,Yes,4,5,57
9,54,No,8,9,51
3,43,Yes,6,1,22
5,91,No,8,9,80
7,47,Yes,6,3,38
4,43,No,6,7,24
3,85,No,8,0,65
1,58,Yes,8,8,34
3,94,Yes,4,2,73
5,78,Yes,8,1,60
2,47,No,9,5,29
2,52,Yes,7,8,29
6,53,No,6,8,44
1,56,No,4,1,29
4,71,Yes,8,2,55
9,90,No,8,9,92
2,85,No,6,6,62
9,47,No,5,2,41
2,84,Yes,8,0,65
9,83,Yes,4,3,79
5,42,Yes,6,4,27
9,48,Yes,7,3,43
7,47,Yes,7,5,34
8,52,No,6,2,46
5,75,No,7,6,61
8,89,Yes,5,5,82
5,51,No,7,7,39
9,41,Yes,6,2,39
1,64,No,7,7,38
7,67,Yes,8,6,61
7,62,Yes,7,4,59
7,67,No,7,0,57
6,64,No,8,0,52
7,48,No,9,1,40
1,97,No,5,5,68
4,43,No,6,7,24
2,53,Yes,8,9,33
3,72,No,8,2,54
7,72,Yes,4,3,63
5,55,Yes,7,4,41
7,42,No,6,3,28
4,46,Yes,5,4,27
3,72,Yes,6,6,57
2,62,Yes,7,9,42
1,52,No,8,8,25
6,56,No,4,9,46
8,71,No,8,9,69
6,57,No,7,5,48
1,94,No,6,8,71
3,62,No,8,1,41
3,99,No,8,8,80
9,52,Yes,9,9,55
3,86,Yes,9,8,70
9,73,Yes,6,5,69
8,98,Yes,8,2,92
4,91,No,6,3,74
3,86,Yes,5,1,63
7,69,Yes,5,8,60
1,56,No,7,4,28
7,70,No,4,7,62
7,53,Yes,6,3,47
5,68,Yes,8,7,54
8,93,No,6,0,88
3,88,Yes,7,8,72
5,64,Yes,6,7,49
6,99,No,4,2,86
5,61,No,4,7,46
8,85,Yes,7,0,76
9,86,Yes,6,9,83
6,80,Yes,4,8,70
3,50,No,5,4,27
3,60,No,7,5,39
2,58,Yes,5,9,33
6,94,Yes,5,3,79
5,71,No,7,5,55
7,84,Yes,6,1,76
9,89,Yes,8,6,87
1,54,No,6,6,29
4,46,Yes,7,1,28
8,77,No,8,9,72
4,49,No,5,5,31
1,46,No,8,5,22
1,56,No,8,2,30
9,90,Yes,8,7,89
3,66,No,8,8,46
7,92,Yes,4,0,81
4,54,No,4,9,38
8,46,No,9,5,39
7,74,Yes,7,4,69
6,55,Yes,7,0,44
1,96,No,7,9,72
3,64,Yes,5,2,44
3,81,Yes,8,5,62
1,88,Yes,8,4,64
5,54,Yes,7,2,38
2,49,No,8,5,25
1,71,Yes,6,0,47
5,66,Yes,9,7,54
7,40,Yes,8,6,30
6,59,Yes,7,9,49
2,83,Yes,8,4,59
1,88,No,9,2,65
8,42,No,7,5,37
2,42,Yes,6,0,17
1,42,Yes,6,3,20
4,67,No,9,3,53
4,99,Yes,7,7,80
3,56,No,9,7,33
9,55,No,8,8,54
5,75,No,9,3,62
5,41,Yes,4,8,28
3,74,Yes,8,8,54
1,66,Yes,5,3,41
3,44,Yes,5,7,24
2,98,Yes,6,3,75
6,83,Yes,4,6,69
2,54,No,8,0,27
6,94,No,6,5,85
5,96,Yes,6,7,79
8,85,Yes,6,8,79
3,40,No,6,1,18
5,53,No,7,2,42
8,92,No,5,0,83
6,87,Yes,6,6,73
1,96,No,9,5,74
1,72,Yes,5,9,45
5,98,No,6,6,87
9,99,No,6,6,96
3,70,No,8,1,47
9,57,Yes,7,2,54
8,49,No,9,8,42
1,62,No,8,9,37
6,60,Yes,7,6,45
5,98,Yes,6,3,81
7,73,Yes,7,0,67
2,47,No,8,6,28
2,70,Yes,8,5,49
4,87,Yes,8,4,73
7,85,Yes,8,0,73
5,48,No,6,4,33
7,54,No,5,6,44
1,58,No,8,6,35
3,62,No,4,6,38
4,79,Yes,6,2,65
6,48,Yes,5,6,36
2,44,Yes,4,0,20
1,48,No,9,5,22
2,43,Yes,7,8,21
3,74,No,4,8,52
9,99,No,5,6,96
8,89,No,5,3,81
4,79,No,8,9,66
9,92,Yes,9,5,87
9,85,No,9,2,85
3,69,Yes,4,1,49
6,86,Yes,5,1,73
5,74,No,9,2,61
3,90,No,5,8,66
7,62,Yes,9,2,55
2,49,Yes,8,7,28
6,59,No,7,3,47
9,65,Yes,7,3,62
4,49,Yes,8,6,31
2,56,No,8,2,29
2,60,No,8,3,34
3,54,No,5,5,34
7,58,No,5,7,48
3,66,No,4,6,45
5,91,No,4,5,75
9,53,Yes,4,9,51
2,69,Yes,5,4,45
6,70,No,6,8,62
3,77,Yes,5,1,54
7,78,Yes,6,4,71
4,86,Yes,7,2,70
5,62,Yes,7,9,51
3,82,Yes,9,7,69
7,52,No,8,5,44
5,92,No,5,9,78
7,46,No,8,9,38
1,66,Yes,8,7,42
6,45,No,4,0,30
5,42,Yes,8,8,31
9,99,No,9,4,99
3,91,No,7,7,68
6,92,Yes,9,7,80
9,40,No,9,8,34
1,55,Yes,8,9,33
7,75,Yes,6,9,69
2,71,Yes,8,8,49
9,48,Yes,7,5,44
2,40,No,5,1,13
1,48,No,5,7,20
5,50,Yes,4,3,34
4,88,No,6,0,71
7,90,Yes,7,5,83
6,57,No,4,0,41
6,52,Yes,6,6,43
4,51,Yes,8,0,28
2,57,No,7,8,36
5,67,Yes,4,0,51
6,63,No,6,9,53
5,78,Yes,5,9,64
5,44,Yes,9,8,33
9,70,No,9,3,70
1,43,Yes,7,4,16
5,43,No,9,7,35
5,70,Yes,6,3,56
1,82,Yes,7,3,57
9,57,Yes,5,9,52
4,56,Yes,5,3,35
8,65,No,7,3,56
6,46,Yes,4,1,32
3,43,No,6,8,23
9,87,Yes,5,9,79
5,52,No,6,2,33
3,62,No,9,6,43
5,82,Yes,4,6,67
1,59,Yes,7,9,33
9,66,Yes,4,7,62
5,77,Yes,6,9,64
5,91,Yes,7,5,76
9,84,Yes,6,2,81
5,86,No,9,2,75
6,73,Yes,9,6,65
7,70,No,9,5,62
6,48,Yes,8,1,38
3,55,No,9,4,38
8,49,Yes,6,9,41
6,84,No,6,4,71
2,76,Yes,5,7,53
9,92,Yes,8,0,92
3,80,Yes,7,0,61
7,54,Yes,5,3,46
3,56,Yes,8,7,38
8,94,Yes,7,4,83
6,43,Yes,6,4,27
1,84,No,6,8,56
3,40,Yes,5,2,18
8,52,Yes,6,9,47
2,58,Yes,6,1,36
4,81,No,7,9,70
5,52,Yes,8,5,36
4,99,No,5,3,83
2,41,No,5,2,15
2,95,No,5,9,71
1,82,No,5,8,59
4,57,No,4,7,40
2,54,No,7,4,34
3,75,No,8,5,57
7,44,No,4,7,30
8,75,No,7,4,73
6,87,No,7,9,76
4,88,Yes,9,7,73
9,65,No,8,7,64
7,70,Yes,4,1,58
6,83,Yes,6,7,73
9,42,Yes,9,6,39
8,92,No,5,5,83
4,93,No,6,1,72
4,41,Yes,5,9,24
9,54,Yes,9,2,53
5,80,Yes,6,7,64
7,41,Yes,4,2,29
5,54,Yes,9,9,40
4,82,No,8,2,69
2,62,Yes,9,4,40
4,65,Yes,7,7,49
3,66,Yes,9,3,46
3,40,Yes,8,0,21
9,79,Yes,8,6,82
6,55,No,7,1,41
3,69,Yes,4,4,44
3,65,No,5,4,44
2,89,Yes,6,1,65
3,76,No,9,9,57
8,60,No,5,3,51
1,78,No,7,8,53
7,52,Yes,7,5,46
5,92,No,8,6,83
2,49,No,9,9,29
6,53,Yes,8,9,43
1,52,No,4,5,26
2,88,No,9,3,66
4,69,No,5,7,53
9,96,No,6,9,94
5,66,No,6,1,48
6,89,No,5,6,75
4,58,No,5,1,39
8,56,No,9,0,52
7,75,Yes,8,4,67
6,79,No,5,1,66
5,81,No,6,8,66
8,87,No,7,8,81
2,60,Yes,5,4,33
5,94,No,5,9,82
5,81,No,6,5,66
3,91,No,5,6,72
4,76,No,4,8,58
4,42,Yes,5,7,27
8,94,Yes,7,3,89
9,75,No,9,0,74
1,43,Yes,4,5,16
3,65,No,9,1,45
6,67,Yes,6,7,57
9,67,Yes,6,8,67
9,96,No,8,3,95
7,47,No,4,5,36
8,81,No,6,9,76
7,42,Yes,5,7,34
7,86,Yes,6,9,81
3,84,Yes,8,5,68
1,87,Yes,7,0,62
7,99,Yes,9,3,92
9,60,Yes,9,7,61
1,98,Yes,9,6,75
1,87,Yes,9,6,63
5,60,Yes,9,3,48
1,96,Yes,9,4,73
3,79,Yes,8,4,60
8,68,No,6,1,69
6,56,No,4,9,45
4,42,No,7,3,22
5,76,No,5,2,62
5,57,Yes,6,8,48
2,96,No,7,3,72
9,52,Yes,9,2,55
1,65,Yes,6,7,38
7,44,No,6,7,38
4,70,Yes,8,5,56
9,93,Yes,5,9,94
4,85,Yes,8,4,69
5,55,Yes,9,7,42
4,72,No,6,4,59
8,56,No,6,7,49
4,86,No,7,0,68
9,52,No,4,3,45
6,69,No,9,7,59
4,80,No,5,0,64
5,66,Yes,7,9,54
8,55,No,5,5,49
8,40,Yes,7,7,31
6,98,Yes,5,4,87
3,99,No,8,6,82
6,85,Yes,9,1,76
8,64,Yes,9,6,65
3,82,No,5,6,59
3,60,Yes,9,1,40
2,70,Yes,5,6,47
4,48,Yes,5,8,32
7,82,No,9,6,77
6,89,Yes,9,9,80
3,88,No,9,0,67
4,61,Yes,6,7,46
8,58,Yes,6,7,53
5,59,No,6,6,41
4,95,Yes,7,2,77
7,71,No,4,1,61
3,89,Yes,5,8,68
3,94,Yes,6,2,73
8,74,No,7,5,67
8,85,Yes,8,9,84
4,66,Yes,8,8,49
1,85,Yes,9,1,62
6,86,Yes,4,2,73
7,84,Yes,7,6,72
9,45,No,9,4,39
8,73,No,4,5,62
2,81,Yes,4,9,58
4,66,Yes,8,5,47
6,93,No,8,5,85
7,84,No,6,3,77
6,75,No,6,9,67
9,51,No,8,3,48
3,87,Yes,8,3,69
3,62,No,8,4,41
9,72,Yes,6,8,73
6,55,Yes,9,2,46
4,62,No,8,5,46
7,82,No,4,4,73
7,46,Yes,8,8,38
3,45,Yes,9,2,26
6,66,Yes,6,8,53
4,78,Yes,9,2,63
9,54,Yes,7,6,53
1,45,Yes,4,5,18
3,69,Yes,9,4,50
2,81,Yes,6,9,59
1,95,Yes,6,6,73
9,40,Yes,5,1,38
4,53,No,7,1,34
3,83,Yes,4,8,63
4,73,Yes,7,0,56
8,52,No,8,5,43
2,84,Yes,4,6,63
5,65,Yes,5,7,46
9,52,No,4,5,48
8,60,Yes,5,0,56
3,75,No,5,8,54
6,77,No,7,6,69
9,98,Yes,9,1,98
9,40,Yes,8,9,39
6,86,No,9,0,72
5,52,Yes,9,3,39
8,61,No,4,6,52
4,60,No,9,6,45
5,58,No,9,5,44
1,95,Yes,8,1,68
5,46,Yes,9,9,30
1,90,Yes,7,1,64
9,88,No,9,1,87
7,94,No,4,2,81
8,45,No,6,0,39
8,86,Yes,5,9,78
2,68,Yes,7,8,46
9,69,No,9,0,69
8,66,No,8,6,59
9,49,No,6,4,47
5,43,No,7,7,26
5,58,Yes,4,5,44
1,45,Yes,4,2,19
9,87,No,5,9,84
4,59,Yes,4,4,43
8,53,No,7,3,47
8,90,Yes,7,7,90
7,47,Yes,7,9,39
2,77,No,9,1,55
2,68,No,8,4,41
7,73,Yes,6,8,63
5,80,Yes,4,4,65
5,55,Yes,8,3,42
5,48,Yes,7,0,34
4,53,No,6,6,36
6,96,No,9,1,84
4,58,No,7,4,44
6,95,No,5,8,84
1,83,Yes,7,6,59
3,58,No,4,7,41
7,96,Yes,8,2,86
7,49,No,9,0,40
1,84,Yes,8,7,61
6,93,Yes,7,4,79
1,72,No,5,9,46
9,91,Yes,7,1,86
6,89,Yes,5,2,77
8,88,No,9,2,83
9,56,Yes,5,4,53
5,77,No,6,3,62
8,81,No,4,5,74
6,74,Yes,8,6,61
8,75,No,4,9,68
2,59,No,6,5,34
7,51,No,9,3,44
9,85,Yes,7,6,89
7,75,No,7,1,65
4,74,No,7,4,57
2,42,Yes,4,7,19
5,80,Yes,4,6,65
5,47,No,7,5,37
1,69,Yes,7,4,48
4,67,No,7,8,48
6,71,Yes,9,5,62
7,59,Yes,9,6,51
4,97,Yes,8,0,77
2,89,No,8,0,67
4,73,Yes,8,8,59
3,63,Yes,8,1,45
1,47,Yes,8,8,23
6,57,Yes,4,5,42
9,64,Yes,7,1,61
3,41,Yes,7,3,24
8,90,No,9,5,84
7,87,No,6,7,81
6,55,No,8,3,43
2,50,Yes,9,7,29
9,75,No,8,1,71
2,86,Yes,4,3,61
6,84,No,9,5,74
3,76,Yes,5,6,55
8,94,Yes,6,4,90
1,54,Yes,7,6,29
4,93,Yes,7,5,77
8,65,No,4,8,57
2,69,Yes,5,7,45
5,41,Yes,5,7,26
3,40,No,7,6,22
4,44,No,9,1,27
4,53,No,8,9,40
2,86,Yes,4,7,62
8,79,Yes,8,7,74
5,97,Yes,7,3,82
1,71,No,7,8,50
9,53,Yes,6,9,49
7,53,No,4,2,43
4,81,Yes,8,1,62
6,95,No,9,4,86
5,51,Yes,7,1,37
4,50,No,6,8,33
6,62,Yes,9,2,53
7,42,No,4,4,35
1,74,No,5,2,46
5,53,No,8,9,39
8,95,Yes,7,3,91
1,62,No,6,7,39
8,70,No,8,1,61
2,42,No,8,9,22
7,71,No,9,9,63
4,86,No,6,9,71
6,46,No,4,7,33
1,52,No,7,6,27
1,83,Yes,9,0,56
9,83,No,9,7,83
7,88,Yes,9,4,84
1,42,Yes,6,6,16
8,60,No,4,7,50
3,42,Yes,9,8,21
9,51,No,4,8,46
6,77,Yes,8,4,61
8,81,No,7,9,78
6,65,No,4,3,52
8,60,Yes,4,3,58
1,86,Yes,9,1,61
3,80,No,4,2,59
4,40,Yes,7,9,24
3,81,No,7,0,60
3,58,No,9,6,40
7,76,No,8,8,69
6,97,No,8,4,84
1,98,No,8,9,70
8,42,No,8,8,38
4,77,Yes,6,2,58
2,72,Yes,6,7,54
8,93,No,8,8,91
2,42,No,7,9,16
6,68,No,4,5,54
1,58,Yes,5,6,32
8,59,No,6,7,57
2,55,Yes,8,4,35
2,48,No,4,8,20
2,54,Yes,9,6,32
1,47,No,4,6,20
9,48,Yes,6,2,49
4,90,No,5,5,70
4,67,Yes,7,1,52
5,65,Yes,6,5,50
8,45,Yes,4,4,36
1,54,Yes,5,1,29
8,45,No,4,5,38
8,93,Yes,9,7,88
3,78,No,9,5,59
1,92,No,4,6,66
7,76,No,9,2,68
1,83,No,4,9,56
6,56,No,4,3,44
6,44,Yes,9,3,30
4,92,No,4,8,73
6,93,Yes,5,7,82
6,58,No,4,3,48
4,87,No,8,4,67
2,95,No,7,7,71
2,93,No,6,4,71
6,75,No,8,9,69
8,61,Yes,4,2,53
1,96,No,8,0,74
5,51,Yes,7,0,37
9,42,No,8,6,41
5,72,No,4,7,59
8,90,Yes,4,3,90
6,75,No,4,7,64
6,80,Yes,6,0,65
2,40,No,4,4,20
8,98,Yes,8,2,93
5,71,Yes,8,3,55
1,50,Yes,4,2,21
1,49,Yes,6,3,21
7,46,Yes,5,2,36
1,44,No,5,4,15
3,95,No,4,9,78
8,78,Yes,8,3,71
5,70,No,7,8,57
9,81,Yes,7,9,78
5,61,No,8,6,52
8,48,Yes,4,8,42
7,58,No,8,8,48
7,67,Yes,8,0,59
3,41,No,5,4,17
3,78,Yes,4,3,57
4,93,Yes,8,6,77
4,94,No,4,3,77
8,41,No,5,9,36
4,62,Yes,6,9,43
1,96,No,4,0,72
9,82,Yes,7,8,83
2,73,Yes,4,5,49
3,46,Yes,7,4,24
2,79,Yes,7,9,57
3,43,No,6,7,21
1,50,Yes,8,5,25
9,49,No,7,5,48
4,47,Yes,5,1,27
4,44,Yes,6,8,24
5,62,Yes,9,4,46
2,71,No,6,3,46
4,60,Yes,4,8,40
9,92,No,5,2,85
6,89,No,9,2,75
8,55,No,5,1,46
3,71,Yes,5,9,52
4,66,No,4,5,49
2,41,No,7,6,18
8,73,Yes,5,8,72
7,41,Yes,6,6,35
6,93,Yes,8,1,83
6,83,Yes,6,9,77
6,75,Yes,5,2,59
9,77,Yes,7,5,77
8,68,No,6,9,64
7,70,No,4,8,61
6,66,No,5,8,54
1,57,No,8,0,31
2,55,Yes,6,7,32
9,76,Yes,4,0,70
8,59,Yes,8,0,51
8,51,Yes,8,2,43
4,82,Yes,7,4,67
5,72,No,9,9,60
3,72,No,5,3,50
8,60,Yes,4,0,48
8,98,No,9,6,96
7,91,No,7,0,79
1,89,No,7,9,68
3,76,Yes,4,2,56
5,69,Yes,7,7,56
4,46,No,9,1,28
9,60,No,7,0,52
2,62,No,4,8,40
2,96,No,4,9,73
4,89,Yes,9,8,73
5,41,Yes,9,6,29
8,83,No,4,1,73
3,97,Yes,5,1,77
1,95,Yes,5,8,74
8,60,No,4,7,54
8,53,Yes,6,4,48
5,58,Yes,9,5,46
3,93,No,8,4,77
7,86,Yes,9,9,84
4,66,No,4,0,48
6,91,Yes,5,8,82
1,67,Yes,8,0,38
7,70,Yes,4,4,62
1,62,No,7,1,33
4,47,No,9,3,32
9,49,Yes,6,3,41
2,62,Yes,9,4,40
7,54,No,9,3,47
2,84,Yes,7,6,65
8,93,No,8,4,88
6,93,Yes,9,5,84
3,93,Yes,6,5,72
2,77,Yes,6,9,53
6,66,No,7,2,53
6,88,No,4,6,75
5,79,No,4,9,67
5,60,No,7,7,46
7,53,No,5,9,40
9,90,Yes,9,8,90
8,91,No,4,6,86
9,94,No,9,2,91
8,54,No,8,4,46
6,92,Yes,7,5,82
8,91,Yes,5,4,86
5,84,No,8,4,69
6,40,No,6,5,25
1,45,No,8,5,21
9,56,No,5,6,53
6,88,No,5,4,73
9,73,Yes,6,7,72
7,43,Yes,9,6,36
1,57,No,8,0,31
1,60,Yes,4,1,31
9,80,Yes,4,2,72
9,59,Yes,4,0,55
2,94,Yes,9,8,69
7,77,Yes,6,9,69
4,40,Yes,8,4,26
9,82,No,7,6,80
7,66,No,4,5,54
7,97,No,4,6,86
5,79,Yes,6,9,66
9,51,Yes,4,7,46
1,69,No,7,1,43
2,62,No,8,9,40
9,77,No,6,9,76
3,59,Yes,8,9,43
6,64,Yes,4,5,49
2,80,Yes,4,1,59
6,88,Yes,7,0,78
9,64,Yes,6,3,58
2,97,No,4,4,73
1,99,No,9,7,74
4,70,No,8,7,56
8,53,No,5,4,49
8,70,No,9,7,65
4,52,Yes,5,1,35
2,49,No,8,4,28
6,73,No,5,6,58
1,99,Yes,4,3,73
9,73,Yes,6,8,70
8,49,Yes,4,3,42
9,74,Yes,7,6,72
3,49,No,8,3,32
3,49,No,8,4,30
2,96,No,9,3,73
4,92,No,8,2,78
7,64,Yes,6,9,58
6,73,Yes,4,2,60
4,69,Yes,6,6,54
8,90,No,5,1,82
2,67,No,8,3,46
2,42,No,7,9,22
8,87,No,5,8,81
3,59,No,8,4,42
2,67,No,9,6,41
4,51,Yes,7,4,32
9,53,No,9,6,51
6,80,No,8,4,71
4,48,No,6,8,33
6,73,Yes,6,2,62
8,58,No,6,6,54
4,51,Yes,5,0,31
2,60,No,6,6,37
5,91,Yes,5,5,74
2,74,No,5,0,51
6,45,Yes,7,2,37
8,69,Yes,9,4,64
6,58,Yes,8,1,49
4,50,Yes,4,5,37
4,77,No,6,7,58
8,61,No,8,0,56
9,52,No,9,5,52
9,94,Yes,7,8,91
2,44,Yes,4,2,17
9,95,No,5,6,90
4,70,Yes,6,5,50
8,57,No,5,3,48
7,65,No,8,0,55
6,87,Yes,4,2,74
7,89,Yes,5,6,82
1,62,Yes,4,5,32
3,65,Yes,4,9,48
6,85,No,7,2,72
8,99,No,9,6,98
2,68,Yes,6,3,47
3,82,No,8,1,64
6,71,No,5,2,57
7,40,No,7,5,32
2,70,Yes,5,8,47
5,60,Yes,4,1,42
2,60,Yes,5,9,43
9,48,No,6,7,42
9,84,Yes,6,6,83
7,52,Yes,8,6,46
8,46,Yes,7,7,42
9,88,Yes,6,8,84
8,45,Yes,6,8,40
8,97,No,9,2,91
3,83,Yes,9,1,63
8,88,Yes,7,3,85
1,80,No,8,2,52
9,49,No,5,0,46
6,95,Yes,6,7,87
7,97,Yes,8,8,93
2,99,Yes,9,5,76
9,97,No,6,6,95
6,41,Yes,8,4,29
1,91,Yes,9,7,71
6,94,Yes,9,2,89
5,94,No,8,3,84
8,58,No,6,6,53
5,95,No,9,1,81
3,81,No,8,4,61
5,83,No,7,2,70
2,94,No,4,9,66
7,43,No,8,9,32
5,86,Yes,7,6,73
3,66,No,6,5,48
1,43,No,9,1,18
9,72,No,7,6,73
4,45,Yes,7,0,26
6,67,Yes,9,7,57
8,68,No,8,2,62
6,79,No,5,1,70
4,75,No,8,6,60
3,75,No,8,1,55
9,80,Yes,9,9,79
1,64,No,6,9,43
3,73,No,9,0,53
3,66,No,8,1,48
8,65,No,6,5,60
9,42,Yes,7,2,40
3,49,No,9,5,32
5,48,Yes,7,4,33
5,61,Yes,9,5,47
6,40,No,6,1,24
5,62,No,4,2,49
8,82,Yes,9,6,82
2,67,Yes,7,2,47
1,81,No,4,6,58
2,42,No,4,7,18
5,66,No,7,5,52
7,86,No,7,3,74
1,40,No,5,9,14
3,62,Yes,4,0,43
5,64,Yes,6,2,49
2,42,No,4,0,15
3,94,No,4,7,76
2,66,No,9,8,43
5,43,No,8,2,31
5,54,No,4,9,37
1,65,No,8,1,39
8,64,Yes,5,1,57
3,58,Yes,4,5,30
1,46,Yes,7,6,20
7,80,No,8,3,71
7,80,No,7,2,67
7,91,Yes,4,3,84
8,46,No,9,0,41
1,64,No,4,7,38
5,61,Yes,8,7,51
8,54,No,9,7,57
2,43,Yes,4,5,16
7,81,No,6,0,70
3,62,Yes,5,3,39
7,78,Yes,6,2,65
6,95,No,5,5,82
4,79,No,4,4,60
9,49,No,9,4,46
2,92,Yes,5,9,71
5,40,No,5,9,28
6,56,Yes,4,8,44
8,93,No,4,5,88
8,65,Yes,4,2,58
6,59,No,4,6,47
3,99,Yes,4,8,76
9,41,Yes,7,4,42
3,66,Yes,6,9,43
1,77,Yes,9,9,55
9,91,No,5,2,81
6,65,Yes,6,5,53
1,91,No,6,0,61
6,82,No,5,9,73
9,64,Yes,9,8,63
4,57,Yes,6,4,38
1,58,No,4,2,32
5,92,Yes,8,0,79
2,87,No,6,6,62
3,97,Yes,7,2,77
5,66,No,8,2,53
5,92,Yes,4,6,76
4,86,Yes,8,9,71
3,48,Yes,5,9,28
8,53,Yes,6,4,46
6,70,No,4,9,59
4,43,No,7,6,26
1,97,Yes,5,0,71
5,81,No,4,4,67
2,85,No,8,6,63
1,48,No,5,4,18
4,49,Yes,7,6,34
4,72,No,5,4,56
5,60,No,9,2,46
2,59,No,7,0,34
3,71,Yes,4,1,48
6,95,No,6,9,81
2,99,No,4,9,75
4,45,Yes,8,8,30
2,69,Yes,9,1,46
1,94,Yes,9,3,73
8,67,No,7,6,66
2,87,No,5,4,68
4,56,Yes,7,3,36
1,52,No,9,7,31
9,77,No,5,8,73
2,92,No,6,3,67
9,40,No,5,8,37
3,46,Yes,6,8,27
5,95,Yes,8,5,82
9,99,Yes,4,8,97
4,68,Yes,9,7,56
1,49,No,8,7,26
9,92,No,8,6,90
4,78,Yes,6,9,61
9,56,Yes,9,7,55
8,60,No,7,9,54
8,86,No,4,4,79
5,80,Yes,9,9,70
7,52,No,6,3,43
3,90,Yes,5,6,70
9,41,Yes,6,0,38
9,95,No,5,7,90
9,68,No,5,5,66
1,69,No,9,5,47
6,42,No,8,6,29
8,52,Yes,7,0,44
7,41,Yes,7,4,31
4,88,Yes,4,5,72
6,74,No,5,9,64
8,70,No,8,8,65
8,77,Yes,9,2,73
9,95,No,8,4,92
7,60,Yes,5,5,51
7,93,Yes,7,4,86
6,73,No,7,5,59
7,70,No,8,7,61
8,42,Yes,7,8,38
9,43,No,8,6,39
1,40,Yes,4,3,13
1,98,Yes,8,6,74
7,51,Yes,4,8,46
9,96,Yes,8,6,95
8,74,Yes,4,5,67
1,79,Yes,8,3,54
8,63,No,8,3,60
7,77,No,6,1,68
1,99,Yes,5,0,71
4,44,No,4,0,25
3,86,Yes,7,8,68
6,81,Yes,5,2,67
2,92,No,9,9,69
8,46,No,9,2,42
9,62,No,4,3,58
5,69,Yes,9,7,57
7,42,No,5,5,33
6,54,No,6,0,43
4,90,No,7,8,74
4,52,Yes,9,2,36
4,75,Yes,9,7,62
5,67,Yes,7,6,51
1,43,No,8,3,16
8,91,No,8,5,87
6,62,No,4,6,50
8,50,Yes,5,6,48
9,72,No,8,9,71
1,54,No,9,8,34
9,89,No,9,3,88
5,47,No,5,4,30
3,96,Yes,7,4,75
3,94,Yes,5,4,72
9,74,No,4,8,71
2,74,No,4,2,47
4,79,Yes,6,5,64
8,64,No,6,8,60
3,55,No,4,3,36
4,89,Yes,7,1,72
5,65,No,4,9,50
9,58,Yes,7,2,56
2,82,Yes,4,8,57
1,44,Yes,9,7,16
4,81,Yes,9,8,67
5,86,No,8,8,72
5,74,Yes,5,9,61
3,69,Yes,4,4,47
4,84,Yes,4,2,69
7,67,Yes,9,3,60
3,94,Yes,6,5,74
2,89,Yes,4,0,68
6,82,No,8,6,72
8,86,Yes,8,8,80
1,62,No,6,6,37
2,50,Yes,9,0,30
7,42,No,5,7,29
3,73,Yes,4,6,55
5,56,No,8,2,40
6,45,Yes,8,1,32
3,98,No,6,6,76
8,87,Yes,4,5,81
5,62,Yes,5,6,51
8,87,Yes,5,6,82
1,77,Yes,9,0,51
1,51,No,9,0,25
8,58,No,9,6,54
6,74,No,5,6,62
2,92,No,4,5,71
8,65,No,6,5,59
5,49,No,9,7,36
8,64,Yes,5,6,58
4,98,Yes,9,6,83
5,75,Yes,6,8,62
2,73,Yes,8,7,52
3,55,Yes,8,7,35
4,48,Yes,4,3,30
5,53,Yes,8,1,41
7,47,No,6,8,38
8,89,No,6,7,83
5,93,No,7,5,80
9,54,No,7,4,50
9,41,Yes,8,1,41
2,43,Yes,5,3,21
1,86,Yes,4,4,59
6,44,Yes,5,6,33
9,44,Yes,9,6,40
